"nanyangSiteId","siteNameZh","siteNameAlt1","latitude","longitude"
"fm-wf-269","興安會館","Hsing-an hui-kuan, Landsmannschaft of people of the two counties P'u-t'ien and Hsien-yu which made up Hsing-hua prefecture",4.847828,100.742257
"fm-wf-270","何仙姑廟","Ho hsien-ku miao",4.609832,101.138413
"fm-wf-271","福順宮","Fu-shun kung",4.026497,101.015819
"fm-wf-272","廣東古廟","Kuang-tung ku-miao",4.026556,101.018635
"fm-wf-273","保安宮","Pao-an kung",6.43916,100.19354
"fm-wf-274",,"ancient cemetery",,
"fm-wf-275","福建會館","Fu-chien hui-kuan, Landsmannschaft of people from Fukien",6.438608,100.193699
"fm-wf-276",,"Ancestral tablets",,
"fm-wf-277","羣益學校","Ch'ün-i hsueh-hsiao",6.429358,100.196477
"fm-wf-278","觀音亭","Kuan-yin t'ing, temple of Kuan-yin",3.037723,101.442767
"fm-wf-279","清涼亭","Ch'ing-liang t'ing",3.007619,101.404641
"fm-wf-280","宗孔堂","Tsung-K'ung t'ang",3.052188,101.448092
"fm-wf-281","天福宮","Tien-fu kung",3.050283,101.427555
"fm-wf-282","廣東義山","Kuang-tung i-shan, Kuangtung cemetery",3.136812,101.453264
"fm-wf-283","閩南公所","Min-nan Kung-so, the Landsmanschaft of peaple from Southern Fukien",3.052667,101.461727
"fm-wf-284","群智社","Ch'ün-chih (Kwan Chee) She",,
"fm-wf-285","潮州八邑會館","Ch'ao-chou pa-i hui-kuan, Ch'ao-chou Landsmannschaft",3.044417,101.446026
"fm-wf-286","大埔同鄉會","Ta-p'u t'ung-hsiang-hui (Tai Pu Association), Landsmannschaft Hakka county Ta-p'u ",3.014637,101.436525
"fm-wf-287","廣肇會館","Kuang-Chao hui-kuan, Landsmannschaft of people from Kuang-cho and Chao-ch'ing prefecture",3.040293,101.452137
"fm-wf-288","惠安公會","Hui-an kung-hui, Landsmannschaft of people from Hui-an county",3.030041,101.431178
"fm-wf-289","瓊州會館","Ch'iung-chou hui-kuan (Kheng Chew Hoey Kuan), Hainan Landsmannschaft",3.042203,101.4481
"fm-wf-290","中華中學","Chung-hua chung-hsüeh, Chung-Hwa Secondary School",3.036867,101.452352
"fm-wf-291","師爺宮","Shih-yeh kung, temple of Shih-yeh",2.991732,101.786675
"fm-wf-292","天福宮","T'ien-fu kung",3.342537,101.249008
"fm-wf-293","鳳山寺","Feng-shan ssu",3.350606,101.252245
"fm-wf-294",,"ancient cemetery at the foot of the lighthouse hill",,
"fm-wf-295","師爺宮","Shih-yeh kung",3.321284,101.576198
"fm-wf-296","感應亭","Kan-ying t'ing",3.323243,101.573919
"fm-wf-297","玉蘭祠, 竹林閣","Yü-lan t'zu, Chu-lin ko",,
"fm-wf-298",,"cemetery",3.316098,101.587222
"fm-wf-299","仙四師爺宮","Hsien ssu shih-yeh kung",2.94854,101.846899
"fm-wf-300","觀音堂, 石挪督公","Kuan-yin t'ang, Shih Na-tu kung, the Lord Dato of stone",2.966591,101.84736
"fm-wf-301",,"cemetery",,
"fm-wf-302","鳳山寺","Feng-shan ssu",2.972452,101.79005
"fm-wf-303","福建公所","Fu-chien kung-so, Fukien Landsmannschaft",2.996899,101.789601
"fm-wf-304","福建義山","Fukien Cemetery, Fu-chien i-shan",,
"fm-wf-305","岳山古廟, 師爺廟","Yüeh-shan ku-miao, Shih-yeh miao                                   ",3.559108,101.66125
"fm-wf-306","觀音閣","Kuan-yin Temple, Kuan-yin ko",3.560219,101.663494
"fm-wf-307",,"abandoned ancient cemetery",,
"fm-wf-308","和安宮","Ho-an kung",5.332735,103.132788
"fm-wf-309","鳳山寺","Feng-shan ssu",5.234426,103.040376
"fm-wf-310","三保公廟","San-pao-kung miao",5.28538,100.290502
"fm-wf-311",,"Fukien cemetery and various burial places of families",5.323944,103.145003
"fm-wf-312",,"memorial stele for those who lost their lives during the time of the Japanese occupation",5.325718,103.143454
"fm-wf-313","瓊州會館","Ch'iung-chou hui-kuan (Kheng Chew Hwee Kuan), Hainan Landsmannschaft",5.335043,103.136783
"fm-wf-314","福建會館","Fu-chien hui-kuan, Fukien Landsmannschaft",5.329756,103.137387
"fm-wf-315",,"Ancestral tablets",,
"fm-wf-316","天后宮","T'ien-hou kung, temple of T'ien-hou, Ch'iung-chou hui-kuan, Hainan Landsmannschaft",5.330231,103.132357
"fm-wf-317","樂群學校","Lo-ch'ün hsüeh-hsiao, Lo-ch'ün School",4.408225,103.396325
"fm-wf-318","伯公廟","Po-kung miao",5.895998,116.049438
"fm-wf-319","中華義山","Chung-hua i-shan, Chinese cemetery",5.972778,116.089493
"fm-wf-320",,"war memorial for those who lost their lives as guerrilla fighters against the Japanese in Sabah during the Second World War",5.921022,116.053975
"fm-wf-321",,"war memorial",5.350627,116.167818
"fm-wf-322","福德祠","Fu-te tz'u",6.881893,116.847131
"fm-wf-323","廣東義山","Kuang-tung i-shan, Kuangtung cemetery",,
"fm-wf-324",,"A memorial stone",6.880847,116.847477
"fm-wf-325","廣福宮","Kuang-fu kung",5.280198,115.241272
"fm-wf-326","威鎮廟, 廣澤遵王廟","Wei-chen miao, Kuang-tse tsun-wang miao",5.277277,115.227767
"fm-wf-327","廣東義山","Kuang-tung i-shan, Kuangtung cemetery",,
"fm-wf-328","福建義山","Fu-chien i-shan, Fukien cemetery",,
"fm-wf-329","瓊州會館","Ch'iung-chou hui-kuan, Hainan Landsmannschaft",5.277479,115.243259
"fm-wf-330","關帝古廟","Kuan-ti ku-miao, old Kuan-ti Temple",5.024481,118.329323
"fm-wf-331",,"cemetery",,
"fm-wf-332",,"cemetery",,
"fm-wf-333","津僑坆地","Chin-ch'iao fen-ti",5.918026,116.14862
"fm-wf-334","三聖宮","San-sheng kung",5.840795,118.114238
"fm-wf-335","列聖宮","Lieh-sheng kung",5.842135,118.111825
"fm-wf-336","譚公祖廟","T'an kung tsu-miao",5.858163,118.111949
"fm-wf-337","福德公司","Fu-te-kung t'ze",5.829499,118.087105
"fm-wf-338","盤古先王廟","P'an-ku hsien-wang miao, temple of P'an-ku",5.829601,118.083187
"fm-wf-339",,"Cemetries",5.837187,118.055048
"fm-wf-340",,"memorial for those who lost their lives during the Japanese occupation from 19 January 1942 to 17 October 1945",5.842758,118.121183
"fm-wf-341","惠屬義祠","Hui-shu i-tz'u, ancestral and funeral temple of people originating from Hui-chou prefecture",,
"fm-wf-342","瓊州會館","Ch'iung-chou hui-kuan (Keng Chew Association), Hainan Landsmannschaft",5.863846,118.119155
"fm-wf-343","列聖廟","Lieh-sheng miao",4.243809,117.886222
"fm-wf-344","大伯公廟","Ta-po-kung miao, the Ta-po-kung Temple",,
"fm-wf-345",,"cemetry",4.263556,117.874948
"fm-wf-346","觀音廟","Kuan-yin miao",5.102989,115.941433
"fm-wf-347","廣福宮","Kuang-fu kung",,
"fm-wf-348",,"cemetery",5.140112,115.953586
"fm-wf-349","中華義塚","Chung-hua i-chung, cemetery",5.46257,115.789501
"fm-wf-350","三聖廟","San-sheng miao",4.476455,118.616033
"fm-wf-351",,"old cemetery",,
"fm-wf-352",,"private cemetery of the Lien-family from Lung-ch'i",,
"fm-wf-353","廣福山","cemetery",4.472081,118.602437
"fm-wf-354","壽山亭, 大伯公廟","Shou-shan t'ing, Ta-po-kung miao",1.557192,110.348982
"fm-wf-355","鳳山寺, 聖王宮","Feng-shan ssu, Sheng-wang kung",1.557477,110.347822
"fm-wf-356","上帝廟","Shang-ti miao, temple of Shang-ti",1.558406,110.345627
"fm-wf-357","崇德堂","Ch'ung-te t'ang",,
"fm-wf-358","林華山觀音堂","Lin-hua shan Kuan-yin t'ang, Kuan-yin Temple of Lin-hua shan",1.54572,110.353038
"fm-wf-359",,"ancient cemetery",,
"fm-wf-360","福建義山","Fu-chien i-shan, Fukien cemetery",1.46354,110.318155
"fm-wf-361","潮州義山","Ch'ao-chou I-shan, Ch'ao-chou cemetery",1.456708,110.306948
"fm-wf-362","客屬義山","K'o-shu i-shan, Hakka cemetery",1.370684,110.321935
"fm-wf-363","瓊州公會","Ch'iung-chou kung-hui (Kheng Chew Association), Hainan Landsmannschaft",1.55808,110.346248
"fm-wf-364","廣肇惠會館","Kuang Chao Hui hui-kuan, Landsmannschaft of people originating from the three prefectures of Kuang-chou, Chao-ch'ing, and Hui-chou",1.552933,110.364206
"fm-wf-365","黃老仙師宮","Huang-Lao hsien-shih kung",1.415766,110.152276
"fm-wf-366","慈雲（濟）閣","Tz'u-yün (chi) ko",1.410312,110.148994
"fm-wf-367","國王古廟","Kuo-wang ku-miao",1.415611,110.149441
"fm-wf-368",,"Chinese cemetery",1.418437,110.150306
"fm-wf-369","福德祠","Fu-te tz'u",3.170549,113.041972
"fm-wf-370",,"Chinese cemetery",3.188167,113.057033
"fm-wf-371",,"cemetery",,
"fm-wf-372","福隆亭","Fu-lung t'ing",2.016988,112.938549
"fm-wf-373",,"ancient cemetery",,
"fm-wf-374",,"cemetery",,
"fm-wf-375","福德祠","Fu-te tz'u",4.75484,115.008428
"fm-wf-376",,"cemetery",,
"fm-wf-377","壽山亭","Shou-shan t'ing",4.17766,114.321198
"fm-wf-378",,"cemetery",4.180674,114.324691
"fm-wf-379","瓊州公會","Ch'iung-chou kung-hui, Hainan Landsmannschaft",,
"fm-wf-380",,"cemetery",4.358431,113.989162
"fm-wf-381",,"memorial for those who lost their lives during the Japanese occupation",4.385211,113.985134
"fm-wf-382","客屬公會","K'o-shu kung-hui, Hakka Landsmannschaft",4.390365,113.985642
"fm-wf-383","詔安會館","Chao-an hui-kuan, Landsmannschaft of people from Chao-an county, Chang-chou prefecture",4.422636,114.004415
"fm-wf-384","福州公會","Fu-chou kung-hui, (Miri Foochow Association), Landsmannschaft of people from Fu-chou prefecture",4.421345,114.004864
"fm-wf-385","青山嚴","Ch'ing-shan yen",1.646235,110.484961
"fm-wf-386","永安亭, 大伯公廟","Yung-an t'ing, Ta-po kung miao",2.287065,111.826294
"fm-wf-387",,"Chinese Christian cemetery",,
"fm-wf-388","漳泉義山","cemetery of the Chang-chou and Ch'üan-chou Landsmannschaft, Chang Ch'üan kung-hui漳泉公會",2.356916,111.832343
"fm-wf-389",,"Tombstones",,
"fm-wf-390","水月宮","Shuei-yüeh kung",1.445785,110.218115
"fm-wf-391",,"Chinese cemetery",,
"fm-wf-392",,"private cemetery of the Wang王family from Ch'ang-t'ai, Chang-chou prefecture",,
"fm-wf-393","華人義山","Hua-jen i-shan, Chinese cemetery",,
"fm-wf-394","天師廟, 廣龍宮","T‘ien-shih miao, Kuang-lung kung",1.509979,110.270252
"fm-wf-395",,"cemetery",1.511284,110.267996
"fm-wf-396","南山洞","Nan-shan tung",1.423823,110.192852
"fm-wf-397",,"Chinese cemetery",,
